Id,accident_count,street_name
4572268676,0,Staten Island Expressway
4572268677,0,Staten Island Expressway
4575701542,0,"15th Street, Bartel Pritchard Square"
4575780103,0,"Flatbush Avenue, Grand Army Plaza"
4575780105,0,Grand Army Plaza
4575780112,0,Grand Army Plaza
4588381508,0,Richmond Avenue
4589729316,0,Rua desconhecida
4593135559,0,"South 3rd Street, Borinquen Place"
4593135560,2,"Borinquen Place, Rodney Street"
4593135573,0,"Union Avenue, Hewes Street"
4593135584,1,Clay Street
4593465472,0,West 22nd Street
4593885941,1,Bay Street
4599069462,0,Rua desconhecida
4599069470,0,Rua desconhecida
4600334587,0,Hylan Boulevard
4600357192,0,West Fingerboard Road
4600357203,0,Sand Lane
4625642913,0,Hudson Avenue
4625676872,1,Old Fulton Street
4626417357,0,Trantor Place
4643580006,1,"Oriental Boulevard, Irwin Street"
4643580007,0,"Oriental Boulevard, Ocean Avenue"
4643580010,0,Ocean Avenue
4660170670,1,"McGuinness Boulevard, India Street"
4660170671,2,"McGuinness Boulevard, Green Street"
4660922280,1,"Moore Street, Bushwick Avenue"
4680651601,2,Linden Boulevard
4682629683,0,Classon Avenue
4682629684,0,"Washington Avenue, Classon Avenue"
4697557402,0,Congress Street
4705971225,0,Plaza Street West
4706490000,0,Tappen Court
4706490088,0,"Stone Street, Saint Pauls Avenue"
4706491410,0,Canal Street
4707298862,0,Oceana Drive West
4708375542,5,"Union Street, 5th Avenue"
4729745527,0,"Everett Avenue, Gerritsen Avenue"
4729763662,0,"Bartlett Place, Gerritsen Avenue"
4729784495,0,"Devon Avenue, Gerritsen Avenue"
4729788362,0,"Gerritsen Avenue, Florence Avenue"
4729818078,0,"Gerritsen Avenue, Gotham Avenue"
4729824989,0,"Gerritsen Avenue, Cyrus Avenue"
4732863269,0,"67th Street, 7th Avenue"
4733889768,0,"3rd Avenue, Dean Street"
4733955925,0,Atlantic Commons
4734609414,1,Cropsey Avenue
4735727610,2,Jay Street
4749827004,0,Empire Boulevard
4768598704,0,Nicholas Street
4771987430,0,Stanwich Street
4771987432,0,West Fingerboard Road
4771987433,0,"Columbus Avenue, Targee Street"
4771987434,0,"Stanwich Street, West Fingerboard Road"
4771993627,0,Providence Street
4886337917,0,Rua desconhecida
4913659400,0,Richmond Road
4926401556,0,North Washington Avenue
4926401560,0,"Western Avenue, Gulf Avenue, North Washington Avenue"
4928971662,0,19th Street
4928971664,0,Terrace Place
4929411563,0,Schenectady Avenue
4941237957,0,Bay 44th Street
4941237958,0,Hunter Avenue
4942435985,0,Staten Island Expressway
4970873186,0,Van Sinderen Avenue
4991413635,1,"Clarendon Road, East 29th Street"
4992714227,0,Oriental Boulevard
5004697217,0,Aviation Road
5004699326,0,"Floyd Bennett Drive, Aviation Road"
5004699332,0,Floyd Bennett Drive
5004699348,0,"Floyd Bennett Drive, Aviation Road"
5004699351,0,"Floyd Bennett Drive, Aviation Road"
5006355533,1,Atlantic Avenue
5006362400,0,Van Brunt Street
5008895822,0,Bloomingdale Road
5009155051,0,Tech Place
5021199849,0,West 3rd Street
5022324167,9,West 13th Street
5022348047,1,"East 14th Street, Neptune Avenue"
5029814563,0,"Oriental Boulevard, Corbin Place"
5031286591,1,"Seaview Avenue, Hylan Boulevard"
5031286594,0,"Cromwell Avenue, Hylan Boulevard"
5031286605,1,"Hylan Boulevard, Bath Avenue"
5031288125,0,"Hylan Boulevard, Lamport Boulevard"
5031288126,0,Hylan Boulevard
5031288127,0,Hylan Boulevard
5031288130,0,"Dawson Place, Hylan Boulevard"
5031288131,4,"Old Town Road, Hylan Boulevard"
5031288132,0,"Hylan Boulevard, Dumont Avenue"
5031288135,0,"Benton Avenue, Hylan Boulevard"
5031288136,0,"Hylan Boulevard, Evergreen Avenue"
5031288137,0,"Burgher Avenue, Hylan Boulevard"
5031288138,0,"Atlantic Avenue, Hylan Boulevard"
5031288139,0,"Hylan Boulevard, Raritan Avenue"
5031288140,0,"Hylan Boulevard, Raritan Avenue"
5031288141,0,"Hylan Boulevard, Delaware Avenue"
5031288142,1,"Hylan Boulevard, Alter Avenue"
5031288143,0,"Garretson Avenue, Hylan Boulevard"
5031288147,0,Clove Road
5031288152,0,Clove Road
5031288153,0,"Hylan Boulevard, Parkinson Avenue"
5031288154,1,"Hylan Boulevard, Reid Avenue"
5031288158,0,"Seaview Avenue, Hylan Boulevard"
5031288159,2,"Seaview Avenue, Hylan Boulevard"
5031334609,0,Nugent Avenue
5031334611,0,"Graham Boulevard, Stobe Avenue, Nugent Avenue"
5031334612,0,Stobe Avenue
5031340407,0,"Hylan Boulevard, Clove Road"
5031340408,0,Hylan Boulevard
5031340415,0,"Steuben Street, Hylan Boulevard"
5031340416,2,"Steuben Street, Hylan Boulevard"
5031346159,0,Fayette Avenue
5031346160,0,Fayette Avenue
5039398176,0,Rua desconhecida
5043340983,0,"Richmond Avenue, Jardine Avenue"
5043340988,0,"Richmond Avenue, Jardine Avenue"
5043728620,1,"Richmond Terrace, Nicholas Street"
5043730423,0,"Stuyvesant Place, Richmond Terrace"
5043730444,0,"Richmond Terrace, Saint Peters Place"
5043740540,0,Richmond Terrace
5043740541,2,Richmond Terrace
5043740542,2,"Richmond Terrace, Hamilton Avenue"
5043804680,0,Richmond Terrace
5043804683,0,Richmond Terrace
5043804684,3,"Wall Street, Richmond Terrace"
5043820751,0,Bay Street
5049354235,0,"Iroquois Street, Father Capodanno Boulevard"
5051959086,3,"Norman Avenue, McGuinness Boulevard"
5051959088,1,"Norman Avenue, McGuinness Boulevard"
5051959089,6,"McGuinness Boulevard, Nassau Avenue"
5052125058,3,"Greenpoint Avenue, McGuinness Boulevard"
5070244733,0,Kent Street
5070529440,0,Flatbush Avenue
5070529441,0,Flatbush Avenue
5082129666,0,North 7th Street
5093729186,0,"Shore Parkway, Coney Island Avenue, Banner Avenue"
5104592947,0,Kent Avenue
5113694935,1,Kings Highway
5186081982,0,Cherry Street
5188632138,1,Bedford Avenue
5188632140,3,Dean Street
5198593257,0,"Rockaway Parkway, Avenue D"
5198593260,0,"Rockaway Parkway, Foster Avenue"
5198668567,0,"Canarsie Road, Shore Parkway Service Road"
5199308246,0,West Shore Expressway
5210330547,0,East 69th Street
5263132682,0,"Bay 23rd Street, Bath Avenue"
5263146771,0,Garland Court
5263147592,0,Fane Court
5272349217,1,"Brighton 8th Street, Neptune Avenue"
5293899720,0,Richmond Road
5293932154,0,Nadine Street
5314096934,0,"Pennsylvania Avenue, Delmar Loop"
5314096941,0,Pennsylvania Avenue
5314096944,10,"Pennsylvania Avenue, Flatlands Avenue"
5314096946,0,"Pennsylvania Avenue, Flatlands Avenue"
5314096947,8,"Pennsylvania Avenue, Vandalia Avenue"
5320587912,0,"Windsor Place, Prospect Park Southwest"
5330321642,0,Metropolitan Avenue
5330321644,1,"Metropolitan Avenue, Grand Street"
5330321649,0,"Scott Avenue, Metropolitan Avenue"
5330321653,0,Rua desconhecida
5331175888,0,Di Marco Place
5331175890,0,Luigi Court
5331175891,0,"Luigi Court, Enfield Place"
5331186242,0,Enfield Place
5368768968,0,"Wallabout Street, Lee Avenue"
5369529454,0,"Strickland Avenue, National Drive"
5369529455,0,Strickland Avenue
5369529456,0,"56th Drive, Strickland Avenue"
5369529459,0,"Strickland Avenue, East 57th Place"
5369529460,0,"Strickland Avenue, Mayfair Drive South"
5369529461,0,"Strickland Avenue, East 59th Place"
5369529462,0,"East 60th Place, Strickland Avenue"
5369529463,0,"Strickland Avenue, Mill Avenue"
5369529494,0,"Strickland Avenue, Mill Avenue"
5369804517,0,Forest Hill Road
5369804518,0,Platinum Avenue
5369804519,0,Forest Hill Road
5370827281,0,"East 35th Street, Kings Highway"
5375734329,1,"Schroeders Avenue, Elton Street"
5375734347,0,"Elton Street, Egan Street"
5375734351,0,"Elton Street, Vandalia Avenue"
5375734352,0,"Elton Street, Locke Street"
5375734410,0,"Elton Street, Vandalia Avenue"
5376959058,1,Mill Avenue
5376959059,0,"Mill Avenue, Strickland Avenue"
5379191830,0,"Fort Hamilton Parkway, 101st Street"
5379391732,3,Belt Parkway
5387455412,0,"Bergen Avenue, Avenue V"
5391529447,4,Neptune Avenue
5391529448,0,"Cass Place, Corbin Place"
5391550837,1,"Knapp Street, Voorhies Avenue"
5391550839,0,"Knapp Street, Harkness Avenue"
5391550840,0,"Knapp Street, Shore Parkway"
5391550845,0,"Knapp Street, Shore Parkway"
5391550847,0,"Knapp Street, Emmons Avenue"
5391643301,1,"Nostrand Avenue, Avenue X"
5391643302,0,"Nostrand Avenue, Avenue Y"
5391643305,3,"Nostrand Avenue, Avenue Z"
5391643312,2,"Nostrand Avenue, Voorhies Avenue"
5396167093,0,Rua desconhecida
5396194458,0,Watkins Street
5396381745,0,Scheffelin Avenue
5396425201,0,Morton Street
5396425202,0,Morton Street
5396426423,1,"Ardsley Street, Andrews Avenue"
5396432375,0,Bishop Street
5396432376,0,Bishop Street
5396433386,0,Summit Avenue
5396433387,0,Beacon Avenue
5396433388,0,Beacon Avenue
5396439182,0,Adams Avenue
5414462257,0,Liberty Avenue
5423598725,1,"Pennsylvania Avenue, Stanley Avenue"
5423598733,0,"Pennsylvania Avenue, Wortman Avenue"
5423598745,6,"Pennsylvania Avenue, Stanley Avenue"
5423598747,2,"Pennsylvania Avenue, Wortman Avenue"
5423598758,2,"Pennsylvania Avenue, Cozine Avenue"
5431806913,0,Loop Road
5435873461,0,"Myrtle Avenue, Irving Avenue"
5435873481,1,"Menahan Street, Knickerbocker Avenue"
5435873483,0,"Grove Street, Myrtle Avenue"
5435873498,2,"Grove Street, Knickerbocker Avenue"
5436391835,0,"Randolph Street, Varick Avenue"
5448868723,0,"Lerer Lane, Bedell Avenue"
5448868724,0,"Nino Court, Bedell Avenue"
5448868725,0,Nino Court
5448916283,0,Eugene Street
5448974200,0,Faith Court
5448975144,0,Maiden Lane
5448975145,0,Maiden Lane
5471800247,1,East 54th Street
5471800259,0,Kings Highway
5473464590,0,Jamaica Avenue
5473490486,0,"Pilling Street, Evergreen Avenue"
5473490487,0,Evergreen Avenue
5475141862,0,Miles Avenue
5475204845,0,Burchard Court
5475204849,1,"Burchard Court, Jefferson Boulevard"
5475204854,0,Jefferson Boulevard
5475204855,0,Jefferson Boulevard
5475552205,0,Towers Lane
5475552206,0,Church Avenue
5480649770,0,Duer Lane
5480650777,0,"Barrett Avenue, Cornell Street"
5480662082,0,"Pulaski Avenue, Ronald Avenue"
5480682173,0,North Burgher Avenue
5480682178,0,Douglas Avenue
5481877394,0,"Spencer Street, Flushing Avenue"
5481915294,0,Greenpoint Avenue
5481915323,0,Bell Slip
5481915324,0,"Commercial Street, Bell Slip"
5482177472,0,"DeKalb Avenue, Clinton Avenue"
5482177473,4,"Metropolitan Avenue, Lorimer Street"
5487759985,0,Sackett Street
5487957458,0,Cropsey Avenue
5488627192,0,New York Avenue
5488761597,0,"Ditmas Avenue, East 83rd Street"
5488761941,0,"Ditmas Avenue, Avenue D, East 57th Street"
5488816591,1,"Bergen Avenue, Avenue K"
5490127300,6,"Bergen Avenue, Avenue W"
5490127305,5,"Bergen Avenue, Avenue X"
5490127733,0,"Richmond Avenue, Calcagno Court"
5490128948,0,Hylan Boulevard
5490131102,2,"Seaview Avenue, Louisiana Avenue, Twin Pines Drive East"
5490136549,0,Forest Avenue
5490139421,0,Rua desconhecida
5490139422,0,Mundy Avenue
5490139423,0,Rua desconhecida
5490139424,0,Ravenhurst Avenue
5490141478,0,Forest Avenue
5490166051,0,Westport Street
5490168773,0,Veterans Road West
5490168810,0,Veterans Road West
5490168816,0,Veterans Road West
5490180580,0,Smith Place
5490183367,0,"Victory Boulevard, Wyona Avenue"
5490184288,0,"Persimmon Lane, Sweetgum Lane"
5490184289,0,"Persimmon Lane, Monarch Court"
5490184290,0,"Dovetree Lane, Sweetgum Lane"
5490184291,0,"Persimmon Lane, Dovetree Lane"
5490184292,0,"Dovetree Lane, Rockland Avenue"
5490184296,0,"Monarch Court, Sweetgum Lane"
5490184298,0,"Sweetgum Lane, Rockland Avenue"
5490200749,0,Boscombe Avenue
5490227873,0,"Todt Hill Road, Flagg Place"
5490255962,2,"Geo Court, Osgood Avenue, Mosel Avenue"
5490255968,0,Geo Court
5490263654,0,Tompkins Avenue
5490284697,2,"Clove Road, Fairway Lane"
5490290971,0,Goethals Road North
5490290972,0,Goethals Road North
5490290973,0,Goethals Road North
5490290976,0,Rua desconhecida
5490290978,0,Rua desconhecida
5490290980,0,Goethals Road North
5490459770,0,Chianti Court
5490459771,0,"Burgundy Loop, Chianti Court"
5490459772,0,"Burgundy Loop, Greenfield Avenue"
5490459780,0,"Burgundy Loop, Greenfield Avenue"
5490499082,0,New York Avenue
5490499083,0,New York Avenue
5490546453,0,Rua desconhecida
5490546454,0,Rua desconhecida
5490546455,0,Rua desconhecida
5490546456,0,Arlo Road
5490709085,0,Spruce Court
5490709086,0,"Spruce Court, Bedell Avenue"
5490832692,0,Glascoe Avenue
5490832693,0,"Maine Avenue, Glascoe Avenue"
5490832694,0,Maine Avenue
5490832695,0,Garrison Avenue
5490918767,0,"1st Avenue, C Street, B Street"
5490918773,0,Loop Road
5490945594,0,"Croton Avenue, Metropolitan Avenue"
5490945597,0,Lawrence Avenue
5490945598,0,Greenway Drive
5491079519,0,5th Avenue
5491115335,0,"Stonegate Drive, West Fingerboard Road"
5491115336,0,Stonegate Drive
5491431221,0,Major Avenue
5491483725,0,"Hylan Boulevard, Kay Place"
5491483729,1,"Maryland Place, Hylan Boulevard"
5491483734,0,"Hylan Boulevard, Reynolds Street"
5491483739,0,"Hylan Boulevard, Fox Hill Terrace"
5491483745,0,"Colton Street, Hylan Boulevard"
5495852527,0,Creamer Street
5506140948,0,Maguire Avenue
5506202734,0,Grantwood Avenue
5506202735,0,Grantwood Avenue
5508560565,0,"Oceanside Avenue, Seaview Avenue"
5510690825,0,East 77th Street
5510690826,0,Ralph Avenue
5511359110,0,East 53rd Street
5511359246,0,Kings Highway
5511361875,1,"Mill Street, Clinton Street"
5511361876,0,Clinton Street
5513744742,0,Avenue H
5513744746,0,East 40th Street
5513941339,1,"New Utrecht Avenue, 82nd Street"
5513941340,0,Bay 16th Street
5515996403,1,"Schley Avenue, Gibson Avenue"
5516522849,0,Alverson Avenue
5516522850,0,Alverson Avenue
5516523976,1,Sinclair Avenue
5516527512,0,"Keating Street, Trenton Court"
5516546286,0,"Fairbanks Avenue, Currie Avenue"
5516552769,0,Sloane Avenue
5516560950,0,Woodhaven Avenue
5516562246,0,Annfield Court
5517018164,0,Lamoka Avenue
5517023455,0,Stonecrest Court
5528176061,0,Maryland Avenue
5528176062,1,"Saint Johns Avenue, Tompkins Avenue"
5528176063,1,"Tompkins Avenue, Fingerboard Road"
5528176064,0,"Lyman Avenue, Tompkins Avenue"
5528208994,0,Reynolds Street
5528208995,0,"Reynolds Street, Clifton Avenue"
5528247788,0,Staten Island Boulevard
5528256643,0,Clinton Court
5528256644,0,Clinton Court
5540274969,0,Chemical Lane
5540285245,0,Windham Loop
5540285246,0,Marsh Avenue
5540289612,1,"Voorhies Avenue, Shore Parkway"
5540316233,2,"Flatlands Avenue, Locke Street"
5540390266,0,Court Street
5540414651,0,Avenue X
5540414660,0,Shell Road
5540646887,0,Christopher Avenue
5540646888,1,Christopher Avenue
5540858345,2,East New York Avenue
5545182418,0,"Joshua Court, Clarke Avenue"
5545182419,0,Joshua Court
5545182420,0,Joshua Court
5545182621,0,Joshua Court
5554352645,0,Mill Lane
5589863721,0,Forest Avenue
5589863722,0,Trantor Place
5592612027,0,Rua desconhecida
5606446477,0,Broadway
5608446538,0,Kings Highway
5608446539,0,Kings Highway
5609962108,0,"Brighton Avenue, Ely Street"
5609962109,0,"Brighton Avenue, Tilden Street"
5609962110,1,"Brighton Avenue, York Avenue"
5610570648,0,Rua desconhecida
5610570652,0,Avenue K
5610570653,0,"Kings Highway, Avenue K"
5610570654,0,"Kings Highway, Avenue K"
5610570657,0,Avenue K
5616440200,0,Rua desconhecida
5624099195,0,"Neptune Avenue, Bayview Avenue"
5624738398,0,Cedar Grove Avenue
5627388705,0,Howard Circle
5631593617,0,Flagg Place
5631659021,0,Todt Hill Road
5632801496,0,Davidson Court
5632801499,0,Davidson Court
5632841529,0,Richmond Terrace
5632967635,0,"Netherland Avenue, Harbor Road"
5632967636,0,Mersereau Avenue
5636937298,0,Yeshiva Lane
5636937299,0,Sutter Place
5636937300,0,"Igros Court, Sutter Place"
5636937301,0,"Yeshiva Lane, Sutter Place"
5636937302,0,"Bloomingdale Road, Sutter Place"
5649146469,0,Richmond Valley Road
5649546987,0,"Prospect Street, Cadman Plaza West"
5666512600,0,Shore Parkway
5666512605,0,Nostrand Avenue
5666512607,0,"Nostrand Avenue, Emmons Avenue"
5666512608,0,"Emmons Avenue, Nostrand Avenue"
5666563260,0,Canal Street
5666563265,0,Canal Street
5676601507,0,Rua desconhecida
5725093545,0,Shale Lane
5725093546,0,Rua desconhecida
5727008268,0,Rua desconhecida
5743899446,0,Cropsey Avenue
5749702002,0,"Dumont Avenue, New Lots Avenue"
5763432828,0,Woodrow Road
5763432830,0,Peachtree Lane
5763432831,0,"Turner Street, Plumtree Lane"
5763432832,0,Plumtree Lane
5763432833,0,Plumtree Lane
5763432834,0,"Plumtree Lane, Crabtree Avenue"
5777720605,1,Smith Street
5782087172,0,South 5th Street
5796733236,0,Degraw Street
5813513936,0,Jamaica Avenue
5830746848,0,Albany Avenue
5835053548,0,Avenue U
5835053555,9,Avenue U
5838943038,2,"Vandervoort Avenue, Maspeth Avenue"
5840640040,0,Pacific Street
5845528890,0,Lyman Place
5849767883,0,"Hoyt Street, 5th Street"
5851297412,5,"Arthur Kill Road, Drumgoole Road West"
5853910568,0,President Street
5869030298,0,Hall Avenue
5869036625,0,"Hall Avenue, Willowbrook Road"
5882168349,0,"Staten Island Expressway, Verrazzano-Narrows Bridge"
5882644709,0,"Verrazzano-Narrows Bridge, HOV Lane, Gowanus Expressway (HOV)"
5882645200,0,Gowanus Expressway (HOV)
5882645201,0,Rua desconhecida
5882645202,0,Rua desconhecida
5882645209,0,Gowanus Expressway (HOV)
5882645210,3,Gowanus Expressway
5882645211,0,Gowanus Expressway (HOV)
5882645221,2,57th Street
5882645228,0,Gowanus Expressway
5882645229,0,Gowanus Expressway (HOV)
5890700405,0,Elson Street
5920894518,0,41st Street
5920894541,0,1st Avenue
5924218320,0,Ralph Avenue
5924218322,0,East 98th Street
5942129991,0,Detroit Avenue
5943421950,0,Cropsey Avenue
5943421955,0,"Bay 29th Street, Cropsey Avenue"
5951134722,0,Elm Place
5974757592,0,"Delwit Avenue, Mill Road"
5976667049,0,"Wellbrook Avenue, Westwood Avenue"
5979174116,0,East Cheshire Place
5980320453,0,"Parkwood Avenue, Wheeling Avenue"
5980485761,0,River Street
5984804099,0,30th Street
5984804100,0,30th Street
5992099814,0,Cypress Hills Street
5992099815,0,Jamaica Avenue
5992099816,0,Rua desconhecida
5996196764,0,"Sackett Street, Bond Street"
5996258523,0,"Union Street, Bond Street"
6003645709,0,"Bond Street, 3rd Street"
6003645710,1,Bond Street
6005189233,2,Staten Island Expressway
6006524717,0,Stone Street
6023043705,0,South Railroad Avenue
6024807484,0,Rua desconhecida
6033212422,0,West Shore Expressway
6033212425,0,Veterans Road West
6066597794,0,Trantor Place
6072023152,0,"Davis Avenue, Whitewood Avenue"
6078132005,0,Powell Street
6100414636,3,40th Street
6100414641,1,"1st Avenue, 40th Street"
6100567438,0,Avenue W
6115033181,0,Sunset Hill Drive
6115033182,0,Sunset Hill Drive
6117630721,0,Vail Avenue
6119553015,0,Lakewood Road
6147518089,0,"5th Avenue, 65th Street"
6151804068,0,Dr. Martin Luther King Jr. Expressway
6180133005,0,Briarcliff Road
6189117128,0,Elvin Street
6193887072,0,Joline Avenue
6193887074,0,Rua desconhecida
6194157368,2,"Ralph Avenue, Paerdegat Avenue South"
6194672942,0,"Marble Loop, Winant Place"
6194672947,0,Marble Loop
6194672948,0,Marble Loop
6194672949,0,"Marble Loop, Winant Place"
6202075173,0,"Bay 37th Street, Harway Avenue"
6215631868,0,Page Avenue
6224492560,0,Lipsett Avenue
6224492561,0,Shirley Avenue
6225271769,0,"McClean Avenue, Battery Road"
6235636827,0,1st Street
6272115214,0,William Court
6272115215,0,East 12th Street
6277185526,0,Richard Avenue
6278685588,0,Santa Monica Lane
6278858578,0,Vandalia Avenue
6278895438,0,"Barbey Street, Jamaica Avenue"
6281860701,0,57th Street
6281864389,2,Howard Avenue
6281864390,0,Howard Avenue
6291247293,1,Broadway
6293692468,0,Hamilton Avenue
6295187820,0,"Sheepshead Bay Road, East 13th Street"
6295187821,0,Sheepshead Bay Road
6295192353,0,"New Utrecht Avenue, 67th Street"
6324340664,0,"Bay Street, Nick LaPorte Place"
6324352259,1,"Jay Street, Bridge Plaza Court, Nassau Street"
6336666217,0,East New York Avenue
6352496214,0,Park Avenue
6354978959,0,Canal Street
6354978960,1,Canal Street
6369269594,0,Rua desconhecida
6369277562,0,Staten Island Expressway
6375243314,6,"Bay Parkway, Shore Parkway"
6390214817,1,Canarsie Lane
6411331096,1,"Schroeders Avenue, Walker Street"
6411331100,0,Ashford Street
6411331103,3,"Schroeders Avenue, Ashford Street"
6411331104,0,"Schroeders Avenue, Jerome Street"
6427680700,0,"Granite Avenue, Ronald Avenue"
6431043268,0,Amboy Road
6436873745,2,Bay Parkway
6444743704,0,5th Street
6444743717,0,"Chelsea Road, 5th Street"
6463072443,1,Remsen Avenue
6463799134,0,"Fountain Avenue, Egan Street"
6463799135,1,"Fountain Avenue, Egan Street"
6511957776,0,18th Street
6511957778,0,11th Avenue
6530806540,1,"Metropolitan Avenue, North 4th Street"
6542861984,1,"Clarendon Road, Nostrand Avenue"
6545280301,4,Fulton Street
6545280302,0,Utica Avenue
6545280304,0,Fulton Street
6545280306,0,Malcolm X Boulevard
6553283071,0,Manton Place
6558268286,0,"Smith Street, Bush Street"
6558268289,2,"4th Place, Smith Street"
6578689015,1,Blue Slip
6578689034,1,"Commercial Street, Blue Slip"
6605023592,0,"Clermont Avenue, Belwood Loop, Dintree Lane"
6605023593,0,"Dintree Lane, Belvedere Court"
6651646449,0,Troy Avenue
6651646452,0,Troy Avenue
6653382589,0,Getz Avenue
6653382590,0,"Getz Avenue, Sweet Brook Road"
6653382591,0,Eltingville Boulevard
6653382593,0,Eltingville Boulevard
6654345986,0,Bartlett Avenue
6656719528,6,"Richmond Avenue, Arthur Kill Road"
6658675792,0,"Rose Lane, Amboy Road"
6659886103,0,Kathy Court
6663078250,0,"Lamoka Avenue, Bartlett Avenue"
6663103714,0,"Katan Avenue, Bartlett Avenue"
6663103715,0,"Lamoka Avenue, Getz Avenue"
6663103717,0,Getz Avenue
6663103718,1,"Eltingville Boulevard, Katan Avenue"
6663103719,0,"Lamoka Avenue, Eltingville Boulevard"
6663103720,0,"Genesee Avenue, Eltingville Boulevard"
6663103721,4,"Genesee Avenue, Cortelyou Avenue"
6663103722,0,"Genesee Avenue, Ridgewood Avenue"
6663103723,0,"Genesee Avenue, Getz Avenue"
6663103724,1,"Getz Avenue, Katan Avenue"
6663104254,0,"Drumgoole Road East, Macon Avenue"
6663107966,0,"Ridgewood Avenue, Ovas Court, Katan Avenue"
6672985581,0,"Amboy Road, Serena Court"
6673027224,0,Serena Court
6682559378,0,"Annadale Road, Ely Court"
6682559379,0,"Annadale Road, Furman Street"
6689094696,0,"Rye Avenue, Rochelle Place"
6690002253,0,"Genesee Avenue, Sweet Brook Road"
6696165806,0,"Rye Avenue, Petrus Avenue, Moffett Street"
6696165810,0,Petrus Avenue
6696165818,0,Rye Avenue
6698376768,0,Archwood Avenue
6704945949,0,Ridgecrest Avenue
6704945950,0,Rua desconhecida
6704945951,0,Rua desconhecida
6704945952,0,Rua desconhecida
6710346033,0,Sharrott Avenue
6720148786,2,Vine Street
6746703693,0,Rua desconhecida
6776135950,0,Arden Avenue
6776160464,0,Noel Street
6782478339,0,"Draper Place, Richmond Avenue"
6786900131,0,"Hillside Avenue, Targee Street"
6787735765,0,"Sharpe Avenue, Charles Avenue"
6812492988,0,Rua desconhecida
6812492989,0,Rua desconhecida
6812492990,0,Fawn Lane
6813010378,0,"Linden Boulevard, Hegeman Avenue"
6813010380,0,Linden Boulevard
6813938731,0,Herzl Street
6814599691,1,55th Street
6814984966,0,"1st Avenue, 50th Street"
6814984970,3,2nd Avenue
6840119149,0,Radigan Avenue
6860726013,0,Dock Street
6864335735,0,Veterans Road East
6864335736,0,"Berkshire Lane, Wiltshire Lane, Veterans Road East"
6864335741,0,"Berkshire Lane, Wiltshire Lane, Veterans Road East"
6872498672,0,Richmond Terrace
6872498676,0,Port Richmond Avenue
6883383283,0,Draper Place
6883383288,0,Richmond Avenue
6883383302,0,Lamberts Lane
6883383308,0,Richmond Avenue
6888578244,1,"Bloomingdale Road, Jade Court"
6888578245,0,Jade Court
6891453823,0,"Patricia Court, Seguine Avenue"
6891453824,0,Patricia Court
6896066989,0,"Station Avenue, Savona Court"
6896066990,0,Savona Court
6896830682,0,Nelson Avenue
6905752294,0,Roswell Avenue
6905754670,0,"Pyramid Court, Lamberts Lane, Felton Street"
6905754672,0,Pyramid Court
6907071326,0,"Williams Avenue, East New York Avenue"
6907071327,1,East New York Avenue
6907142898,0,"Williams Avenue, East New York Avenue"
6912997043,0,Newvale Avenue
6912997044,0,Arthur Kill Road
6913807919,0,Moreno Court
6913807928,0,Maguire Avenue
6913807938,0,El Camino Loop
6913807945,0,Santa Monica Lane
6913808094,0,"El Camino Loop, Maguire Avenue"
6913808383,0,Covington Circle
6913808384,0,Powell Street
6916340412,0,"Marine Drive, Admiralty Loop"
6916340413,1,Indale Avenue
6916909872,0,Pleasant Plains Avenue
6916932586,0,Everett Place
6916932686,0,"Belvedere Court, Bedell Avenue"
6916932691,0,Belvedere Court
6916933291,0,"Geigerich Avenue, Cheevers Lane"
6916933302,0,Cheevers Lane
6916933437,0,"Tucci Court, Bedell Avenue"
6916933439,0,Tucci Court
6933080300,0,"Woodrow Road, Hinton Street"
6933321234,1,"Boerum Place, Red Hook Lane"
6935394216,0,Todt Hill Road
6935394220,0,Slosson Avenue
6935394294,0,Roman Avenue
6935394362,0,"Elson Street, Roman Avenue"
6935394594,0,Brad Lane
6935879813,0,"Cambridge Avenue, Watchogue Road"
6935879827,0,"Victory Boulevard, Harvey Avenue"
6935879828,0,"Victory Boulevard, Livermore Avenue"
6935879829,0,"Victory Boulevard, Crafton Avenue"
6935879830,0,"Victory Boulevard, Wyona Avenue"
6935879865,0,Seward Place
6937755062,0,Colonial Avenue
6937755072,0,"Forest Hill Road, Steers Street, Colonial Avenue"
6937755088,0,"Brielle Avenue, Walcott Avenue"
6937755228,0,Mace Street
6937755495,0,Medford Road
6937755498,0,Medford Road
6937755553,0,Butterworth Avenue
6937755581,0,Dresden Place
6938198853,0,Clarke Avenue
6938200312,0,Grimsby Street
6938200313,0,"Graham Boulevard, Nugent Avenue, Grimsby Street"
6939281771,0,"Ralph Avenue, East 89th Street"
6945863883,0,Armstrong Avenue
6946150269,0,"Bayview Terrace, Bennett Place"
6946150274,0,"Bayview Terrace, Hylan Boulevard, Bennett Place"
6946155985,0,Brook Avenue
6946155993,0,Aviston Street
6946156201,0,"Penn Avenue, Mill Road"
6946156202,0,"Mill Road, Eva Avenue"
6952721479,0,Nunzie Court
6952744090,0,"Morningstar Road, Bowles Avenue"
6952744105,0,Mariners Lane
6955288306,0,Uncas Avenue
6955288392,0,Dawn Court
6955288393,0,Dawn Court
6955288483,2,"Arthur Kill Road, Lion Street"
6955289143,0,Detroit Avenue
6955289182,0,Carlton Boulevard
6955289183,0,"Carlton Boulevard, Jefferson Boulevard"
